Hotel_Address,Review_Date,Average_Score,Hotel_Name,Reviewer_Nationality,Review_Total_Negative_Word_Counts,Total_Number_of_Reviews,Review_Total_Positive_Word_Counts,Total_Number_of_Reviews_Reviewer_Has_Given,Reviewer_Score,Tags,days_since_review,lat,lng,country
Rambla Catalunya 26 Eixample 08007 Barcelona Spain,7/15/2017,8.8,NH Collection Barcelona Gran Hotel Calder n, United States of America ,0,1072,58,1,10.0,"[' Leisure trip ', ' Group ', ' Superior Double or Twin Room ', ' Stayed 4 nights ']",19 days,41.3894654,2.1662651,Spain
Rambla Catalunya 7 9 Eixample 08007 Barcelona Spain,8/2/2017,9.2,H10 Metropolitan 4 Sup, Australia ,114,1834,29,5,6.7,"[' Leisure trip ', ' Couple ', ' Superior Double Room with Terrace ', ' Stayed 5 nights ', ' Submitted from a mobile device ']",1 days,41.3875467,2.1673975,Spain
Rambla de Catalunya 76 Eixample 08008 Barcelona Spain,8/1/2017,8.1,HCC Regente, South Africa ,8,354,21,1,10.0,"[' Business trip ', ' Group ', ' Double Room 1 Adult ', ' Stayed 3 nights ']",2 days,41.3922919,2.1622256,Spain
Rambla del Raval 17 21 Ciutat Vella 08001 Barcelona Spain,7/17/2017,8.4,Barcel Raval, Australia ,84,2254,14,4,6.7,"[' Leisure trip ', ' Couple ', ' Superior Double or Twin Room ', ' Stayed 4 nights ', ' Submitted from a mobile device ']",17 days,41.3790126,2.1696339,Spain
Ramblas 111 Ciutat Vella 08002 Barcelona Spain,7/31/2017,8.2,Le M ridien Barcelona, Switzerland ,30,451,6,7,4.6,"[' Leisure trip ', ' Family with young children ', ' Deluxe King or Twin Room ', ' Stayed 2 nights ', ' Submitted from a mobile device ']",3 days,41.3837453,2.171014,Spain
Ramon Turr 196 198 Sant Mart 08005 Barcelona Spain,7/31/2017,7.9,Ilunion Barcelona, Switzerland ,51,3944,29,19,8.3,"[' Leisure trip ', ' Group ', ' Double or Twin Room ', ' Stayed 2 nights ']",3 days,41.3989322,2.2024183,Spain
Rathausstra e 17 01 Innere Stadt 1010 Vienna Austria,8/1/2017,8.5,Austria Trend Hotel Rathauspark Wien, New Zealand ,123,1884,47,8,9.6,"[' Leisure trip ', ' Solo traveler ', ' Classic Room ', ' Stayed 2 nights ']",2 days,48.2133054,16.3567884,Austria
Rathstra e 24 Neustift am Walde 19 D bling 1190 Vienna Austria,7/26/2017,9.0,Hotel Landhaus Fuhrgassl Huber, Netherlands ,16,719,20,4,7.5,"[' Leisure trip ', ' Family with young children ', ' Double Room ', ' Stayed 8 nights ']",8 days,48.2508693,16.304957,Austria
Ratschkygasse 32 12 Meidling 1120 Vienna Austria,8/1/2017,7.9,Hotel Parco di Sch nbrunn Vienna, Faroe Islands ,67,576,20,1,5.8,"[' Leisure trip ', ' Family with young children ', ' Junior Suite ', ' Stayed 2 nights ']",2 days,48.1776236,16.3243588,Austria
Rec Comtal 16 18 Ciutat Vella 08003 Barcelona Spain,8/2/2017,8.8,Catalonia Born, Norway ,11,2094,69,11,9.2,"[' Leisure trip ', ' Solo traveler ', ' Suite Room ', ' Stayed 3 nights ', ' Submitted from a mobile device ']",1 days,41.3896916,2.1798661,Spain
Rembrandtplein 19 Amsterdam City Center 1017 CT Amsterdam Netherlands,8/3/2017,7.9,NH Amsterdam Caransa, Italy ,35,966,0,49,6.7,"[' Business trip ', ' Travelers with friends ', ' Standard Double or Twin Room ', ' Stayed 2 nights ', ' Submitted from a mobile device ']",0 days,52.3664077,4.8969091,Netherlands
Rembrandtplein 26 36 Amsterdam City Center 1017 CV Amsterdam Netherlands,8/1/2017,7.7,NH Amsterdam Schiller, Australia ,9,1667,36,6,9.2,"[' Leisure trip ', ' Couple ', ' Standard Double or Twin Room ', ' Stayed 3 nights ']",2 days,52.3657092,4.8966912,Netherlands
Rembrandtplein 44 Amsterdam City Center 1017 CV Amsterdam Netherlands,6/30/2017,7.4,Royal Amsterdam Hotel, Australia ,0,627,64,2,10.0,"[' Leisure trip ', ' Solo traveler ', ' Deluxe Twin Room ', ' Stayed 3 nights ']",34 days,52.3657281,4.8972883,Netherlands
Rennweg 12 03 Landstra e 1030 Vienna Austria,7/24/2017,8.4,Lindner Hotel Am Belvedere, Chile ,18,790,46,12,9.2,"[' Leisure trip ', ' Family with young children ', ' 2 rooms ', ' Stayed 2 nights ']",10 days,48.1955998,16.3826989,Austria
Rennweg 12a 03 Landstra e 1030 Vienna Austria,8/1/2017,8.4,NH Wien Belvedere, Czech Republic ,36,1191,19,3,7.9,"[' Leisure trip ', ' Family with young children ', ' Standard Double or Twin Room with View ', ' Stayed 1 night ']",2 days,48.1954348,16.383429,Austria
Rennweg 16 03 Landstra e 1030 Vienna Austria,8/1/2017,8.9,Austria Trend Hotel Savoyen Vienna, Australia ,38,4016,34,27,7.9,"[' Leisure trip ', ' Couple ', ' Deluxe Room ', ' Stayed 3 nights ']",2 days,48.1950444,16.3844751,Austria
Rennweg 99 Rinnboeckstrasse 1 03 Landstra e 1030 Vienna Austria,8/1/2017,8.7,Austria Trend Hotel Doppio Wien, Croatia ,6,3010,22,12,10.0,"[' Leisure trip ', ' Family with young children ', ' Classic Twin Room ', ' Stayed 1 night ']",2 days,48.1854312,16.404884,Austria
Richmond Way Hammersmith and Fulham London W14 0AX United Kingdom,8/3/2017,8.4,K West Hotel Spa, United Kingdom ,169,1560,5,1,2.5,"[' Leisure trip ', ' Solo traveler ', ' Superior Double Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",0 days,51.5013149,-0.2174459,United Kingdom
Riemergasse 8 01 Innere Stadt 1010 Vienna Austria,7/29/2017,9.2,Appartement Hotel an der Riemergasse, United States of America ,52,969,0,5,9.2,"[' Leisure trip ', ' Couple ', ' Studio ', ' Stayed 2 nights ', ' Submitted from a mobile device ']",5 days,48.2071576,16.3765913,Austria
Rilke Platz 7 04 Wieden 1040 Vienna Austria,7/30/2017,9.0,Saint SHERMIN bed breakfast champagne, Netherlands ,5,651,64,14,10.0,"[' Leisure trip ', ' Couple ', ' Small Double Room ', ' Stayed 3 nights ', ' Submitted from a mobile device ']",4 days,48.1978409,16.367087,Austria
Riudarenes 7 Ciutat Vella 08002 Barcelona Spain,8/2/2017,9.4,The Wittmore Adults Only, United Kingdom ,0,217,60,1,10.0,"[' Leisure trip ', ' Couple ', ' Deluxe King Room ', ' Stayed 2 nights ']",1 days,41.380939,2.1796095,Spain
Robert Stolz Platz 1 01 Innere Stadt 1010 Vienna Austria,8/3/2017,8.3,Le Meridien Vienna, United Arab Emirates ,8,2393,44,5,9.6,"[' Leisure trip ', ' Family with young children ', ' Studio with Courtyard View ', ' Stayed 2 nights ', ' Submitted from a mobile device ']",0 days,48.2027296,16.3661211,Austria
Roelof Hartstraat 1 Oud Zuid 1071 VE Amsterdam Netherlands,8/3/2017,8.3,The College Hotel, Turkey ,21,561,32,25,8.3,"[' Business trip ', ' Couple ', ' 2 rooms ', ' Stayed 3 nights ']",0 days,52.3527675,4.88373,Netherlands
Roemer Visscherstraat 8 10 Oud West 1054 EV Amsterdam Netherlands,7/30/2017,8.3,Hotel Roemer Amsterdam, Israel ,67,974,10,1,5.4,"[' Leisure trip ', ' Family with young children ', ' Family Room Annex ', ' Stayed 3 nights ', ' Submitted from a mobile device ']",4 days,52.3617577,4.8780052,Netherlands
Roger de Ll ria 17 Eixample 08010 Barcelona Spain,7/24/2017,8.9,Hotel mbit Barcelona, United States of America ,0,1498,47,2,8.8,"[' Leisure trip ', ' Family with young children ', ' Comfort Double or Twin Room ', ' Stayed 3 nights ']",10 days,41.3907821,2.1717426,Spain
Roger de Ll ria 60 Eixample 08009 Barcelona Spain,8/1/2017,8.3,Catalonia Eixample 1864, United Kingdom ,28,2372,10,1,9.6,"[' Leisure trip ', ' Group ', ' Standard Double or Twin Room ', ' Stayed 3 nights ', ' Submitted from a mobile device ']",2 days,41.393599,2.1684151,Spain
Roger de Lluria 16 18 Eixample 08010 Barcelona Spain,8/2/2017,8.9,Negresco Princess 4 Sup, United Kingdom ,0,2369,65,1,10.0,"[' Leisure trip ', ' Couple ', ' Superior Double Room ', ' Stayed 3 nights ', ' Submitted from a mobile device ']",1 days,41.3905166,2.1725643,Spain
Roger De Lluria 21 Esq Gran Via 662 Eixample 08037 Barcelona Spain,7/13/2017,7.9,Petit Palace Barcelona, United States of America ,14,1148,19,1,7.5,"[' Leisure trip ', ' Family with young children ', ' Quadruple Room ', ' Stayed 4 nights ', ' Submitted from a mobile device ']",21 days,41.3909816,2.1714938,Spain
Roger de Lluria 28 Eixample 08010 Barcelona Spain,7/26/2017,8.5,Roger de Ll ria, United States of America ,40,596,5,1,4.2,"[' Leisure trip ', ' Solo traveler ', ' Basic Single Room ', ' Stayed 3 nights ']",8 days,41.3910786,2.1717285,Spain
Ronda Sant Pau 14 Ciutat Vella 08001 Barcelona Spain,7/24/2017,7.6,Hotel Garbi Millenni, United Kingdom ,83,549,9,2,5.0,"[' Leisure trip ', ' Couple ', ' Double or Twin Room ', ' Stayed 3 nights ', ' Submitted from a mobile device ']",10 days,41.3759896,2.167148,Spain
Ronda Sant Pere 32 Eixample 08010 Barcelona Spain,7/16/2017,8.9,Vincci Gala, Saudi Arabia ,6,913,89,7,9.6,"[' Leisure trip ', ' Solo traveler ', ' Double or Twin Room ', ' Stayed 4 nights ']",18 days,41.3895263,2.1747136,Spain
Ronda Sant Pere 9 Eixample 08010 Barcelona Spain,8/3/2017,9.4,Catalonia Square 4 Sup, Saudi Arabia ,61,1711,2,5,5.8,"[' Leisure trip ', ' Family with young children ', ' 2 rooms ', ' Stayed 5 nights ']",0 days,41.3885658,2.1712991,Spain
Ronda Universitat 21 Eixample 08007 Barcelona Spain,7/30/2017,8.5,H10 Universitat, Russia ,57,1403,21,21,8.3,"[' Leisure trip ', ' Couple ', ' Superior Double or Twin Room ', ' Stayed 1 night ']",4 days,41.3869565,2.1665338,Spain
Rosell n 174 176 Eixample 08036 Barcelona Spain,7/30/2017,8.5,Bcn Urban Hotels Gran Rosellon, China ,24,2383,20,8,9.6,"[' Leisure trip ', ' Couple ', ' Economy Double Room ', ' Stayed 3 nights ', ' Submitted from a mobile device ']",4 days,41.4226648,2.1464261,Spain
Rossell 249 Eixample 08008 Barcelona Spain,7/30/2017,9.1,Gallery Hotel, Switzerland ,2,953,55,1,9.6,"[' Leisure trip ', ' Couple ', ' Superior Double or Twin Room 1 2 Adults ', ' Stayed 4 nights ']",4 days,41.3949242,2.1593099,Spain
Rossell 265 Eixample 08008 Barcelona Spain,7/31/2017,8.9,Hotel Omm, Pakistan ,32,631,0,2,5.4,"[' Leisure trip ', ' Family with young children ', ' Standard Double or Twin Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",3 days,41.3962468,2.1609551,Spain
Rossell 390 Eixample 08025 Barcelona Spain,7/31/2017,8.7,Ayre Hotel Rosell n, Romania ,37,2359,49,10,8.3,"[' Leisure trip ', ' Couple ', ' Double or Twin Room ', ' Stayed 3 nights ']",3 days,41.4047382,2.1727127,Spain
Rossello 191 Eixample 08036 Barcelona Spain,7/8/2017,8.2,Evenia Rossello, United Kingdom ,19,690,32,4,8.8,"[' Leisure trip ', ' Couple ', ' Double or Twin Room ', ' Stayed 4 nights ', ' Submitted from a mobile device ']",26 days,41.3920254,2.1554675,Spain
Rotensterngasse 10 02 Leopoldstadt 1020 Vienna Austria,7/31/2017,8.5,Hotel Imlauer Wien, Greece ,32,1152,42,3,8.8,"[' Leisure trip ', ' Couple ', ' Double Room ', ' Stayed 3 nights ']",3 days,48.2176776,16.3821364,Austria
Rotensterngasse 7a 02 Leopoldstadt 1020 Vienna Austria,7/29/2017,8.1,Hotel Nestroy Wien, Iran ,46,682,12,3,7.9,"[' Leisure trip ', ' Couple ', ' Double Room ', ' Stayed 4 nights ']",5 days,48.2178332,16.3821636,Austria
Rotenturmstra e 15 01 Innere Stadt 1010 Vienna Austria,8/2/2017,8.7,Hotel Lam e, Australia ,23,866,49,5,9.2,"[' Leisure trip ', ' Couple ', ' Superior Double Room ', ' Stayed 2 nights ']",1 days,48.2102677,16.3741269,Austria
Royal Victoria Dock Western Gateway Newham London E16 1AL United Kingdom,8/3/2017,8.8,Crowne Plaza London Docklands, United Kingdom ,66,2768,11,1,7.1,"[' Leisure trip ', ' Couple ', ' Queen Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",0 days,51.5083537,0.0198855,United Kingdom
Rudolfsplatz 11 01 Innere Stadt 1010 Vienna Austria,8/2/2017,8.6,K K Palais Hotel, United Kingdom ,8,992,32,7,7.5,"[' Business trip ', ' Solo traveler ', ' Classic Single Room ', ' Stayed 1 night ']",1 days,48.2138096,16.3714293,Austria
Rusland 17 Amsterdam City Center 1012 CK Amsterdam Netherlands,8/3/2017,8.6,Radisson Blu Hotel Amsterdam, Ireland ,0,4593,45,1,10.0,"[' Leisure trip ', ' Couple ', ' Standard Double or Twin Room ', ' Stayed 3 nights ', ' Submitted from a mobile device ']",0 days,52.3702469,4.8966743,Netherlands
Sabino de Arana 22 24 Les Corts 08028 Barcelona Spain,7/31/2017,8.6,Catalonia Rigoletto, Serbia ,0,1562,51,16,9.2,"[' Leisure trip ', ' Couple ', ' Double or Twin Room ', ' Stayed 4 nights ']",3 days,41.385817,2.1256789,Spain
San Sever 5 Ciutat Vella 08002 Barcelona Spain,7/27/2017,9.2,Hotel Neri, United States of America ,23,177,19,2,9.6,"[' Leisure trip ', ' Family with young children ', ' Junior Suite 1 2 Adults ', ' Stayed 3 nights ', ' Submitted from a mobile device ']",7 days,41.3832498,2.1753483,Spain
Sancho de vila 32 34 Sant Mart 08018 Barcelona Spain,8/2/2017,8.8,Capri by Fraser Barcelona, United Kingdom ,3,2988,44,2,9.6,"[' Leisure trip ', ' Group ', ' Deluxe Studio ', ' Stayed 5 nights ']",1 days,41.3976233,2.188975,Spain
Sant Pau 9 11 Ciutat Vella 08001 Barcelona Spain,8/1/2017,8.7,Hotel Espa a Ramblas, South Africa ,0,1908,43,16,9.6,"[' Leisure trip ', ' Group ', ' 3 rooms ', ' Stayed 2 nights ']",2 days,41.3799209,2.1728181,Spain
Santa Rosa Esplugues 33 08950 Barcelona Spain,8/3/2017,7.9,Abba Garden, United Kingdom ,35,959,0,2,9.6,"[' Leisure trip ', ' Family with young children ', ' Triple Room ', ' Stayed 3 nights ']",0 days,41.3854716,2.1018835,Spain
Santal 8 Sarri St Gervasi 08021 Barcelona Spain,7/22/2017,8.1,Zenit Barcelona, United Kingdom ,24,645,71,6,9.2,"[' Leisure trip ', ' Couple ', ' Basic Double Room ', ' Stayed 7 nights ']",12 days,41.3949199,2.1468594,Spain
Sarphatistraat 104 Amsterdam City Center 1018 GV Amsterdam Netherlands,7/30/2017,8.8,Hyatt Regency Amsterdam, United States of America ,9,293,33,1,8.8,"[' Leisure trip ', ' Solo traveler ', ' King Room ', ' Stayed 7 nights ', ' Submitted from a mobile device ']",4 days,52.3617751,4.9118187,Netherlands
Scarsdale Place Kensington Kensington and Chelsea London W8 5SY United Kingdom,8/3/2017,8.1,Copthorne Tara Hotel London Kensington, United Kingdom ,26,7105,59,3,8.8,"[' Leisure trip ', ' Family with young children ', ' Standard Twin Room ', ' Stayed 3 nights ']",0 days,51.499046,-0.1917073,United Kingdom
Sch nbrunner Schlossstra e 38 40 12 Meidling 1120 Vienna Austria,6/21/2017,8.3,Courtyard by Marriott Vienna Schoenbrunn, United Kingdom ,0,625,30,7,10.0,"[' Leisure trip ', ' Family with young children ', ' Business Double Room with WiFi and Breakfast ', ' Stayed 2 nights ', ' Submitted from a mobile device ']",43 days,48.184732,16.3211959,Austria
Sch nbrunner Stra e 41 05 Margareten 1050 Vienna Austria,8/1/2017,8.4,Arthotel ANA Prime, Czech Republic ,21,1813,38,43,8.8,"[' Leisure trip ', ' Solo traveler ', ' Standard Double Room ', ' Stayed 2 nights ']",2 days,48.1925582,16.3576071,Austria
Schepenbergweg 50 Zuidoost 1105 AT Amsterdam Netherlands,8/3/2017,7.8,Fletcher Hotel Amsterdam, United Kingdom ,20,3773,12,15,8.3,"[' Leisure trip ', ' Couple ', ' Deluxe Double Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",0 days,52.2924567,4.9444338,Netherlands
Schlossallee 8 14 Penzing 1140 Vienna Austria,8/1/2017,8.8,Austria Trend Hotel Park Royal Palace Vienna, Saudi Arabia ,23,3667,44,2,9.2,"[' Leisure trip ', ' Family with young children ', ' Family Room with Balcony ', ' Stayed 1 night ', ' Submitted from a mobile device ']",2 days,48.191339,16.3165873,Austria
Schottenfeldgasse 74 07 Neubau 1070 Vienna Austria,8/2/2017,8.3,Falkensteiner Hotel Wien Zentrum Schottenfeld, Belgium ,39,977,17,3,9.6,"[' Leisure trip ', ' Family with young children ', ' Comfort Double or Twin Room ', ' Stayed 3 nights ']",1 days,48.2048494,16.343618,Austria
Schottenring 11 01 Innere Stadt 1010 Vienna Austria,8/2/2017,8.6,Hilton Vienna Plaza, United States of America ,53,1531,16,1,7.9,"[' Leisure trip ', ' Couple ', ' Penthouse Junior Suite with Access to Executive Lounge ', ' Stayed 1 night ', ' Submitted from a mobile device ']",1 days,48.2155236,16.3646858,Austria
Schottenring 24 01 Innere Stadt 1010 Vienna Austria,8/3/2017,9.2,Palais Hansen Kempinski Vienna, United Kingdom ,29,865,7,1,9.6,"[' Leisure trip ', ' Couple ', ' Superior Room ', ' Stayed 2 nights ', ' Submitted from a mobile device ']",0 days,48.2163149,16.3685103,Austria
Schottenring 3 01 Innere Stadt 1010 Vienna Austria,8/1/2017,8.5,Hotel de France Wien, United Kingdom ,14,5177,40,1,9.2,"[' Leisure trip ', ' Family with young children ', ' Special Offer Superior Double Room ', ' Stayed 4 nights ']",2 days,48.2146623,16.3627994,Austria
Schubertring 10 12 01 Innere Stadt 1010 Vienna Austria,8/3/2017,8.6,Grand Ferdinand Vienna Your Hotel In The City Center, Saudi Arabia ,10,2378,35,3,4.2,"[' Leisure trip ', ' Family with young children ', ' 2 rooms ', ' Stayed 2 nights ', ' Submitted from a mobile device ']",0 days,48.2022415,16.3749336,Austria
Schubertring 11 01 Innere Stadt 1010 Vienna Austria,7/28/2017,8.2,Hotel Am Schubertring, Australia ,9,1259,30,18,9.2,"[' Leisure trip ', ' Couple ', ' Superior Triple Room ', ' Stayed 5 nights ', ' Submitted from a mobile device ']",6 days,48.2017277,16.375463,Austria
Schubertring 5 7 01 Innere Stadt 1010 Vienna Austria,6/6/2017,8.9,The Ritz Carlton Vienna, United Kingdom ,9,470,28,13,7.5,"[' Leisure trip ', ' Solo traveler ', ' Club Room with Club Lounge Access ', ' Stayed 2 nights ', ' Submitted from a mobile device ']",58 days,48.2022742,16.3762615,Austria
Schulerstra e 10 01 Innere Stadt 1010 Vienna Austria,7/31/2017,9.3,Hotel K nig von Ungarn, United States of America ,0,1207,38,1,9.6,"[' Leisure trip ', ' Solo traveler ', ' Single Room ', ' Stayed 1 night ']",3 days,48.2082215,16.3751842,Austria
Schulerstra e 14 01 Innere Stadt 1010 Vienna Austria,8/3/2017,8.9,Hotel Domizil, Jordan ,22,1558,34,3,10.0,"[' Leisure trip ', ' Solo traveler ', ' Double Room ', ' Stayed 3 nights ', ' Submitted from a mobile device ']",0 days,48.2080479,16.375612,Austria
Schwedenplatz 3 4 01 Innere Stadt 1010 Vienna Austria,8/3/2017,9.1,Hotel Capricorno, Kuwait ,3,2279,43,1,10.0,"[' Leisure trip ', ' Solo traveler ', ' Double Room with Balcony ', ' Stayed 5 nights ', ' Submitted from a mobile device ']",0 days,48.2111522,16.3788631,Austria
Silvio Pellico 4 Milan City Center 20121 Milan Italy,8/2/2017,9.3,Room Mate Giulia, Bahrain ,14,2011,43,13,10.0,"[' Leisure trip ', ' Family with young children ', ' Classic Triple Room ', ' Stayed 8 nights ', ' Submitted from a mobile device ']",1 days,45.4651371,9.1895249,Italy
Simmeringer Hauptstra e 55 57 11 Simmering 1110 Vienna Austria,7/15/2017,8.5,Simm s Hotel, Austria ,74,849,59,5,8.8,"[' Solo traveler ', ' Comfort Double Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",19 days,48.1790835,16.4116997,Austria
Singel 303 309 Amsterdam City Center 1012 WJ Amsterdam Netherlands,8/2/2017,9.1,Hotel Esther a, United States of America ,25,4687,64,5,9.6,"[' Leisure trip ', ' Couple ', ' Triple Room ', ' Stayed 3 nights ']",1 days,52.3705447,4.8886439,Netherlands
Singerstra e 3 01 Innere Stadt 1010 Vienna Austria,8/1/2017,8.6,Hotel Royal, United States of America ,32,840,187,8,10.0,"[' Leisure trip ', ' Couple ', ' Standard Double Room ', ' Stayed 4 nights ']",2 days,48.2078727,16.3724042,Austria
Sloane Square Kensington and Chelsea London SW1W 8EG United Kingdom,11/21/2016,8.2,Sloane Square Hotel, Canada ,29,1140,10,3,8.8,"[' Leisure trip ', ' Couple ', ' Double Room ', ' Stayed 2 nights ', ' Submitted from a mobile device ']",255 day,51.4927325,-0.1573708,United Kingdom
Slotermeerlaan 80 Geuzenveld Slotermeer 1064 HD Amsterdam Netherlands,8/1/2017,7.3,Best Western Plus Hotel Blue Square, Poland ,14,3161,56,36,10.0,"[' Leisure trip ', ' Couple ', ' Economy Twin Room ', ' Stayed 1 night ']",2 days,52.3786823,4.8207833,Netherlands
Sonnenhofgasse 8 10 05 Margareten 1050 Vienna Austria,8/1/2017,8.2,Austria Trend Hotel Ananas Wien, Ukraine ,23,4217,12,3,6.7,"[' Leisure trip ', ' Group ', ' Classic Double Room ', ' Stayed 3 nights ', ' Submitted from a mobile device ']",2 days,48.1915401,16.3546263,Austria
Sonnwendgasse 15 10 Favoriten 1100 Vienna Austria,7/23/2017,8.7,Hotel Zeitgeist Vienna Hauptbahnhof, Singapore ,0,841,39,10,9.6,"[' Leisure trip ', ' Couple ', ' Standard Double Room ', ' Stayed 1 night ']",11 days,48.1829645,16.3776709,Austria
Sonnwendgasse 8 10 Favoriten 1100 Vienna Austria,7/31/2017,8.2,AZIMUT Hotel Vienna, Cyprus ,5,1060,30,8,10.0,"[' Leisure trip ', ' Group ', ' Standard Double Room ', ' Stayed 3 nights ']",3 days,48.1834787,16.3762765,Austria
South Quay Marsh Wall Tower Hamlets London E14 9SH United Kingdom,11/14/2016,9.0,Hilton London Canary Wharf, United Kingdom ,0,3040,2,1,9.6,"[' Leisure trip ', ' Couple ', ' Double Guest Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",262 day,51.5007324,-0.01655,United Kingdom
Southampton Row Bloomsbury Camden London WC1B 4AR United Kingdom,8/2/2017,8.4,Grange Holborn Hotel, United Kingdom ,12,845,51,6,10.0,"[' Leisure trip ', ' Travelers with friends ', ' Twin Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",1 days,51.519616,-0.1218432,United Kingdom
Spaarndammerdijk 304 Westerpark 1013 ZX Amsterdam Netherlands,8/3/2017,8.5,WestCord Art Hotel Amsterdam 4 stars, South Africa ,35,1712,4,1,7.9,"[' Leisure trip ', ' Couple ', ' Large Room ', ' Stayed 3 nights ', ' Submitted from a mobile device ']",0 days,52.3924898,4.8683822,Netherlands
Spuistraat 175 Amsterdam City Center 1012 VN Amsterdam Netherlands,7/31/2017,8.4,W Amsterdam, India ,82,802,0,6,5.0,"[' Leisure trip ', ' Group ', ' 3 rooms ', ' Stayed 4 nights ']",3 days,52.3727871,4.8900059,Netherlands
Spuistraat 288 292 Amsterdam City Center 1012 VX Amsterdam Netherlands,8/2/2017,8.2,NH City Centre Amsterdam, United Kingdom ,45,3417,19,1,9.2,"[' Leisure trip ', ' Couple ', ' Standard Double or Twin Room ', ' Stayed 3 nights ', ' Submitted from a mobile device ']",1 days,52.3697554,4.8887815,Netherlands
St James s Place Westminster Borough London SW1A 1NJ United Kingdom,8/2/2017,9.1,The Stafford London, United States of America ,21,492,69,1,10.0,"[' Leisure trip ', ' Couple ', ' Classic King Room ', ' Stayed 3 nights ', ' Submitted from a mobile device ']",1 days,51.5059087,-0.1403795,United Kingdom
St Katherines Way Tower Hamlets London E1W 1LD United Kingdom,8/3/2017,8.6,The Tower A Guoman Hotel, United Kingdom ,47,3486,23,3,7.9,"[' Leisure trip ', ' Couple ', ' Standard Double Room with Bridge View ', ' Stayed 1 night ', ' Submitted from a mobile device ']",0 days,51.5064721,-0.0716893,United Kingdom
Staalmeesterslaan 410 Slotervaart 1057 PH Amsterdam Netherlands,8/3/2017,8.2,Ramada Apollo Amsterdam Centre, Romania ,67,5770,9,4,7.1,"[' Leisure trip ', ' Couple ', ' Standard Queen Room ', ' Stayed 4 nights ']",0 days,52.3681299,4.8440847,Netherlands
Stadhouderskade 12 Oud West 1054 ES Amsterdam Netherlands,8/3/2017,8.1,Amsterdam Marriott Hotel, United States of America ,11,1556,18,1,8.8,"[' Leisure trip ', ' Family with young children ', ' Family Room ', ' Stayed 4 nights ', ' Submitted from a mobile device ']",0 days,52.362514,4.8800077,Netherlands
Stadhouderskade 25 Oud Zuid 1071 ZD Amsterdam Netherlands,7/25/2017,8.3,Park Hotel, United Kingdom ,0,2027,70,2,10.0,"[' Leisure trip ', ' Couple ', ' Superior Double Room ', ' Stayed 3 nights ', ' Submitted from a mobile device ']",9 days,52.3613814,4.8832594,Netherlands
Stadhouderskade 7 Oud West 1054 ES Amsterdam Netherlands,7/30/2017,7.7,NH Amsterdam Centre, United Kingdom ,192,1574,4,2,6.3,"[' Leisure trip ', ' Couple ', ' Standard Double or Twin Room ', ' Stayed 4 nights ', ' Submitted from a mobile device ']",4 days,52.3630682,4.8794451,Netherlands
Stephansplatz 12 01 Innere Stadt 1010 Vienna Austria,7/18/2017,9.0,DO CO Hotel Vienna, Thailand ,60,720,2,10,7.5,"[' Leisure trip ', ' Group ', ' Double Room with Courtyard View ', ' Stayed 2 nights ', ' Submitted from a mobile device ']",16 days,48.2082385,16.3715725,Austria
Stephansplatz 9 01 Innere Stadt 1010 Vienna Austria,7/15/2017,9.3,Hotel Am Stephansplatz, New Zealand ,3,520,41,3,10.0,"[' Leisure trip ', ' Couple ', ' Superior Double or Twin Room with Landmark View ', ' Stayed 5 nights ']",19 days,48.2087646,16.3721138,Austria
Strand Westminster Borough London WC2R 0EU United Kingdom,7/11/2017,9.4,The Savoy, United Kingdom ,26,1021,42,1,10.0,"[' Leisure trip ', ' Couple ', ' Deluxe King Room ', ' Stayed 2 nights ']",23 days,51.5111922,-0.1194006,United Kingdom
Stratton Street Mayfair Westminster Borough London W1J 8LT United Kingdom,7/20/2017,8.4,The May Fair Hotel, United Kingdom ,0,1994,41,12,9.6,"[' Business trip ', ' Solo traveler ', ' Superior Queen Room ', ' Stayed 1 night ']",14 days,51.5078943,-0.1436707,United Kingdom
Stubenring 2 01 Innere Stadt 1010 Vienna Austria,7/23/2017,7.7,Best Western Hotel Pension Arenberg Wien Zentrum, United States of America ,51,1238,89,4,8.3,"[' Leisure trip ', ' Couple ', ' Standard Double or Twin Room ', ' Stayed 7 nights ', ' Submitted from a mobile device ']",11 days,48.2107358,16.382147,Austria
Taborstra e 12 02 Leopoldstadt 1020 Vienna Austria,8/2/2017,9.1,Hotel Stefanie, United States of America ,2,3883,44,42,9.2,"[' Leisure trip ', ' Group ', ' Superior Double Room ', ' Stayed 3 nights ', ' Submitted from a mobile device ']",1 days,48.2142766,16.3801779,Austria
The Strand Westminster Borough London WC2N 5HX United Kingdom,8/3/2017,9.3,Amba Hotel Charing Cross, United States of America ,38,1694,44,1,9.2,"[' Leisure trip ', ' Solo traveler ', ' Deluxe Double Room ', ' Stayed 2 nights ', ' Submitted from a mobile device ']",0 days,51.508236,-0.1261963,United Kingdom
